target_id,target_name,uniprot,sym,tdl,fam,etype,tissue,qual_value,number_value
15644,Bile salt export pump,O95342,ABCB11,Tchem,Transporter,HPM Gene,Placenta,Medium,0.230138
5600,Phosphatidylcholine translocator ABCB4,P21439,ABCB4,Tbio,Transporter,HPM Gene,Placenta,High,0.832198
16132,ATP-binding cassette sub-family B member 5,Q2M3G0,ABCB5,Tbio,Transporter,HPM Gene,Placenta,Medium,0.230138
15646,"ATP-binding cassette sub-family B member 6, mitochondrial",Q9NP58,ABCB6,Tbio,Transporter,HPM Gene,Placenta,Low,0.230138
15352,"ATP-binding cassette sub-family B member 7, mitochondrial",O75027,ABCB7,Tbio,Transporter,HPM Gene,Placenta,Low,0.230138
16134,"ATP-binding cassette sub-family B member 8, mitochondrial",Q9NUT2,ABCB8,Tbio,Transporter,HPM Gene,Placenta,Medium,0.531168
15303,ATP-binding cassette sub-family B member 9,Q9NP78,ABCB9,Tbio,Transporter,HPM Gene,Placenta,High,0.70726
19684,Multidrug resistance-associated protein 1,P33527,ABCC1,Tchem,Transporter,HPM Gene,Placenta,Not detected,
12680,Multidrug resistance-associated protein 7,Q5T3U5,ABCC10,Tbio,Transporter,HPM Gene,Placenta,Not detected,
16118,ATP-binding cassette sub-family C member 11,Q96J66,ABCC11,Tbio,Transporter,HPM Gene,Placenta,High,1.147982
12797,Multidrug resistance-associated protein 9,Q96J65,ABCC12,Tbio,Transporter,HPM Gene,Placenta,Not detected,
12677,Canalicular multispecific organic anion transporter 1,Q92887,ABCC2,Tchem,Transporter,HPM Gene,Placenta,Not detected,
12678,Canalicular multispecific organic anion transporter 2,O15438,ABCC3,Tbio,Transporter,HPM Gene,Placenta,Not detected,
12793,Multidrug resistance-associated protein 4,O15439,ABCC4,Tchem,Transporter,HPM Gene,Placenta,Low,0.230138
12679,Multidrug resistance-associated protein 5,O15440,ABCC5,Tchem,Transporter,HPM Gene,Placenta,Not detected,
12795,Multidrug resistance-associated protein 6,O95255,ABCC6,Tbio,Transporter,HPM Gene,Placenta,Not detected,
16117,ATP-binding cassette sub-family C member 8,Q09428,ABCC8,Tclin,Transporter,HPM Gene,Placenta,Not detected,
15575,ATP-binding cassette sub-family C member 9,O60706,ABCC9,Tclin,Transporter,HPM Gene,Placenta,Not detected,
16133,ATP-binding cassette sub-family D member 1,P33897,ABCD1,Tbio,Transporter,HPM Gene,Placenta,Medium,0.743198
15660,ATP-binding cassette sub-family D member 2,Q9UBJ2,ABCD2,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15258,ATP-binding cassette sub-family D member 3,P28288,ABCD3,Tbio,Transporter,HPM Gene,Placenta,Medium,0.993123
15547,ATP-binding cassette sub-family D member 4,O14678,ABCD4,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15633,ATP-binding cassette sub-family E member 1,P61221,ABCE1,Tbio,Transporter,HPM Gene,Placenta,Low,1.121903
15594,ATP-binding cassette sub-family F member 1,Q8NE71,ABCF1,Tbio,Transporter,HPM Gene,Placenta,Medium,1.19752
15634,ATP-binding cassette sub-family F member 2,Q9UG63,ABCF2,Tbio,Transporter,HPM Gene,Placenta,Low,0.230138
15567,ATP-binding cassette sub-family F member 3,Q9NUQ8,ABCF3,Tdark,Transporter,HPM Gene,Placenta,Low,0.330101
15588,ATP-binding cassette sub-family G member 1,P45844,ABCG1,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15285,ATP-binding cassette sub-family G member 2,Q9UNQ0,ABCG2,Tchem,Transporter,HPM Gene,Placenta,High,0.230138
15590,ATP-binding cassette sub-family G member 4,Q9H172,ABCG4,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15331,ATP-binding cassette sub-family G member 5,Q9H222,ABCG5,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15564,ATP-binding cassette sub-family G member 8,Q9H221,ABCG8,Tbio,Transporter,HPM Gene,Placenta,Not detected,
15561,Protein ABHD1,Q96SE0,ABHD1,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15674,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",Q9NUJ1,ABHD10,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.274998
15289,Protein ABHD11,Q8NFV4,ABHD11,Tbio,Enzyme,HPM Gene,Placenta,High,1.609494
16130,Monoacylglycerol lipase ABHD12,Q8N2K0,ABHD12,Tchem,Enzyme,HPM Gene,Placenta,High,1.545982
15645,Protein ABHD12B,Q7Z5M8,ABHD12B,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15661,Protein ABHD13,Q7L211,ABHD13,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
16155,Protein ABHD14A,Q9BUJ0,ABHD14A,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
16172,Protein ABHD14B,Q96IU4,ABHD14B,Tdark,Enzyme,HPM Gene,Placenta,Low,1.322319
15627,Protein ABHD15,Q6UXT9,ABHD15,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
16131,Protein ABHD16A,O95870,ABHD16A,Tchem,Enzyme,HPM Gene,Placenta,Low,0.673628
15256,Protein ABHD16B,Q9H3Z7,ABHD16B,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15374,Monoacylglycerol lipase ABHD2,P08910,ABHD2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15672,Phospholipase ABHD3,Q8WU67,ABHD3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15301,Protein ABHD4,Q8TB40,ABHD4,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15339,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,Q8WTS1,ABHD5,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.411305
15673,Monoacylglycerol lipase ABHD6,Q9BV23,ABHD6,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15376,Protein ABHD8,Q96I13,ABHD8,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15576,Abl interactor 1,Q8IZP0,ABI1,Tbio,,HPM Gene,Placenta,Low,0.709805
15565,Abl interactor 2,Q9NYB9,ABI2,Tbio,,HPM Gene,Placenta,Low,0.531168
15630,ABI gene family member 3,Q9P2A4,ABI3,Tbio,,HPM Gene,Placenta,Not detected,
8856,Target of Nesh-SH3,Q7Z7G0,ABI3BP,Tbio,,HPM Gene,Placenta,Low,0.230138
15608,Tyrosine-protein kinase ABL1,P00519,ABL1,Tclin,Kinase,HPM Gene,Placenta,Low,0.230138
15380,Tyrosine-protein kinase ABL2,P42684,ABL2,Tchem,Kinase,HPM Gene,Placenta,Not detected,
15658,Actin-binding LIM protein 1,O14639,ABLIM1,Tbio,,HPM Gene,Placenta,Not detected,
15545,Actin-binding LIM protein 2,Q6H8Q1,ABLIM2,Tdark,,HPM Gene,Placenta,Not detected,
15257,Actin-binding LIM protein 3,O94929,ABLIM3,Tdark,,HPM Gene,Placenta,Not detected,
13542,Histo-blood group ABO system transferase,P16442,ABO,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15344,Active breakpoint cluster region-related protein,Q12979,ABR,Tbio,,HPM Gene,Placenta,Not detected,
15579,Costars family protein ABRACL,Q9P1F3,ABRACL,Tbio,,HPM Gene,Placenta,Medium,0.70726
15593,Activator of basal transcription 1,Q9ULW3,ABT1,Tbio,,HPM Gene,Placenta,Medium,0.411305
15591,Ankyrin repeat and BTB/POZ domain-containing protein 1,Q969K4,ABTB1,Tbio,,HPM Gene,Placenta,Not detected,
15577,Ankyrin repeat and BTB/POZ domain-containing protein 2,Q8N961,ABTB2,Tdark,,HPM Gene,Placenta,Not detected,
8986,"3-ketoacyl-CoA thiolase, peroxisomal",P09110,ACAA1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.211874
9134,"3-ketoacyl-CoA thiolase, mitochondrial",P42765,ACAA2,Tbio,Enzyme,HPM Gene,Placenta,Low,1.539766
15676,Acetyl-CoA carboxylase 1,Q13085,ACACA,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15342,Acetyl-CoA carboxylase 2,O00763,ACACB,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15323,Acyl-CoA dehydrogenase family member 10,Q6JQN1,ACAD10,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15259,Acyl-CoA dehydrogenase family member 11,Q709F0,ACAD11,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.411305
15290,"Isobutyryl-CoA dehydrogenase, mitochondrial",Q9UKU7,ACAD8,Tbio,Enzyme,HPM Gene,Placenta,Low,0.53498
15322,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Q9H845,ACAD9,Tbio,Enzyme,HPM Gene,Placenta,Low,1.062269
15291,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",P28330,ACADL,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15263,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",P11310,ACADM,Tbio,Enzyme,HPM Gene,Placenta,Low,1.222663
15635,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",P16219,ACADS,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.424404
15378,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",P45954,ACADSB,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.164039
15629,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",P49748,ACADVL,Tbio,Enzyme,HPM Gene,Placenta,High,2.425888
10473,Aggrecan core protein,P16112,ACAN,Tbio,,HPM Gene,Placenta,Not detected,
15377,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",Q15027,ACAP1,Tbio,,HPM Gene,Placenta,Not detected,
15302,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",Q15057,ACAP2,Tbio,,HPM Gene,Placenta,Low,0.531168
15631,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",Q96P50,ACAP3,Tbio,,HPM Gene,Placenta,Not detected,
16699,"Acetyl-CoA acetyltransferase, mitochondrial",P24752,ACAT1,Tchem,Enzyme,HPM Gene,Placenta,Low,1.363299
16631,"Acetyl-CoA acetyltransferase, cytosolic",Q9BWD1,ACAT2,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.322938
1295,Golgi resident protein GCP60,Q9H3P7,ACBD3,Tbio,,HPM Gene,Placenta,Medium,1.044228
15341,Acyl-CoA-binding domain-containing protein 4,Q8NC06,ACBD4,Tdark,,HPM Gene,Placenta,Not detected,
15647,Acyl-CoA-binding domain-containing protein 5,Q5T8D3,ACBD5,Tbio,,HPM Gene,Placenta,Not detected,
15610,Acyl-CoA-binding domain-containing protein 6,Q9BR61,ACBD6,Tbio,,HPM Gene,Placenta,Not detected,
15321,Acyl-CoA-binding domain-containing protein 7,Q8N6N7,ACBD7,Tdark,,HPM Gene,Placenta,Not detected,
16159,1-aminocyclopropane-1-carboxylate synthase-like protein 1,Q96QU6,ACCS,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.411305
15600,Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2,Q4AC99,ACCSL,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15381,Adrenocortical dysplasia protein homolog,Q96AP0,ACD,Tbio,,HPM Gene,Placenta,Medium,0.411305
15580,Angiotensin-converting enzyme,P12821,ACE,Tclin,Enzyme,HPM Gene,Placenta,Not detected,
15313,Angiotensin-converting enzyme 2,Q9BYF1,ACE2,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15324,Alkaline ceramidase 1,Q8TDN7,ACER1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15383,Alkaline ceramidase 3,Q9NUN7,ACER3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15595,Acetylcholinesterase,P22303,ACHE,Tclin,Enzyme,HPM Gene,Placenta,Not detected,
15332,Apoptotic chromatin condensation inducer in the nucleus,Q9UKV3,ACIN1,Tbio,,HPM Gene,Placenta,Medium,1.075236
15679,ATP-citrate synthase,P53396,ACLY,Tclin,Enzyme,HPM Gene,Placenta,Medium,1.95151
15262,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,Q8TDX5,ACMSD,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15306,Cytoplasmic aconitate hydratase,P21399,ACO1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.867684
15308,"Aconitate hydratase, mitochondrial",Q99798,ACO2,Tbio,Enzyme,HPM Gene,Placenta,Low,2.159103
15680,Acyl-coenzyme A thioesterase 1,Q86TX2,ACOT1,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.294813
15268,Acyl-coenzyme A thioesterase 11,Q8WXI4,ACOT11,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15292,Acyl-coenzyme A thioesterase 12,Q8WYK0,ACOT12,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15793,Acyl-coenzyme A thioesterase 13,Q9NPJ3,ACOT13,Tbio,Enzyme,HPM Gene,Placenta,Low,0.776389
15721,"Acyl-coenzyme A thioesterase 2, mitochondrial",P49753,ACOT2,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.294813
15775,Acyl-coenzyme A thioesterase 4,Q8N9L9,ACOT4,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15346,Putative acyl-coenzyme A thioesterase 6,Q3I5F7,ACOT6,Tdark,Enzyme,HPM Gene,Placenta,Medium,0.411305
13642,Cytosolic acyl coenzyme A thioester hydrolase,O00154,ACOT7,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.395187
15333,Acyl-coenzyme A thioesterase 8,O14734,ACOT8,Tbio,Enzyme,HPM Gene,Placenta,Medium,0.411305
15326,"Acyl-coenzyme A thioesterase 9, mitochondrial",Q9Y305,ACOT9,Tbio,Enzyme,HPM Gene,Placenta,Low,1.07959
15355,Peroxisomal acyl-coenzyme A oxidase 1,Q15067,ACOX1,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.20081
15792,Peroxisomal acyl-coenzyme A oxidase 2,Q99424,ACOX2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15314,Peroxisomal acyl-coenzyme A oxidase 3,O15254,ACOX3,Tchem,Enzyme,HPM Gene,Placenta,High,1.13704
15581,Acyl-coenzyme A oxidase-like protein,Q9NUZ1,ACOXL,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
18840,Low molecular weight phosphotyrosine protein phosphatase,P24666,ACP1,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.477097
18841,Lysosomal acid phosphatase,P11117,ACP2,Tbio,Enzyme,HPM Gene,Placenta,High,1.255681
18838,Tartrate-resistant acid phosphatase type 5,P13686,ACP5,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18839,Lysophosphatidic acid phosphatase type 6,Q9NPH0,ACP6,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
18843,Prostatic acid phosphatase,P15309,ACPP,Tchem,Enzyme,HPM Gene,Placenta,High,0.712335
15777,Acrosin,P10323,ACR,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15293,Acrosin-binding protein,Q8NEB7,ACRBP,Tbio,,HPM Gene,Placenta,Not detected,
17060,Acrosomal protein SP-10,P26436,ACRV1,Tbio,,HPM Gene,Placenta,Not detected,
15546,Long-chain-fatty-acid--CoA ligase ACSBG1,Q96GR2,ACSBG1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15659,Long-chain-fatty-acid--CoA ligase ACSBG2,Q5FVE4,ACSBG2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15725,"Acyl-CoA synthetase family member 2, mitochondrial",Q96CM8,ACSF2,Tbio,Enzyme,HPM Gene,Placenta,Medium,1.450398
15713,"Acyl-CoA synthetase family member 3, mitochondrial",Q4G176,ACSF3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15270,Long-chain-fatty-acid--CoA ligase 1,P33121,ACSL1,Tbio,Enzyme,HPM Gene,Placenta,Low,0.53498
15689,Long-chain-fatty-acid--CoA ligase 3,O95573,ACSL3,Tbio,Enzyme,HPM Gene,Placenta,High,1.475794
15795,Long-chain-fatty-acid--CoA ligase 4,O60488,ACSL4,Tbio,Enzyme,HPM Gene,Placenta,High,1.311865
15359,Long-chain-fatty-acid--CoA ligase 5,Q9ULC5,ACSL5,Tchem,Enzyme,HPM Gene,Placenta,Not detected,
15316,Long-chain-fatty-acid--CoA ligase 6,Q9UKU0,ACSL6,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15808,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",Q08AH1,ACSM1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15688,"Acyl-coenzyme A synthetase ACSM2A, mitochondrial",Q08AH3,ACSM2A,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15846,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",Q68CK6,ACSM2B,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15273,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",Q53FZ2,ACSM3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15810,"Acyl-coenzyme A synthetase ACSM4, mitochondrial",P0C7M7,ACSM4,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15318,"Acyl-coenzyme A synthetase ACSM5, mitochondrial",Q6NUN0,ACSM5,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15743,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Q9NUB1,ACSS1,Tbio,Enzyme,HPM Gene,Placenta,High,2.206053
15807,"Acetyl-coenzyme A synthetase, cytoplasmic",Q9NR19,ACSS2,Tchem,Enzyme,HPM Gene,Placenta,Low,0.330101
15350,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",Q9H6R3,ACSS3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15271,"Actin, alpha skeletal muscle",P68133,ACTA1,Tbio,,HPM Gene,Placenta,Medium,3.192145
15794,"Actin, aortic smooth muscle",P62736,ACTA2,Tbio,,HPM Gene,Placenta,Medium,3.142995
15825,"Actin, cytoplasmic 1",P60709,ACTB,Tbio,,HPM Gene,Placenta,Medium,3.470303
15328,Beta-actin-like protein 2,Q562R1,ACTBL2,Tbio,,HPM Gene,Placenta,Medium,2.779175
15357,"Actin, alpha cardiac muscle 1",P68032,ACTC1,Tbio,,HPM Gene,Placenta,Medium,3.197611
15358,"Actin, cytoplasmic 2",P63261,ACTG1,Tbio,,HPM Gene,Placenta,Medium,3.469747
15336,"Actin, gamma-enteric smooth muscle",P63267,ACTG2,Tbio,,HPM Gene,Placenta,Medium,3.131757
15309,Actin-like protein 6A,O96019,ACTL6A,Tbio,,HPM Gene,Placenta,Low,0.670861
15723,Actin-like protein 6B,O94805,ACTL6B,Tbio,,HPM Gene,Placenta,Low,0.230138
15754,Actin-like protein 7A,Q9Y615,ACTL7A,Tbio,,HPM Gene,Placenta,Not detected,
15724,Actin-like protein 7B,Q9Y614,ACTL7B,Tbio,,HPM Gene,Placenta,Not detected,
15337,Actin-like protein 8,Q9H568,ACTL8,Tbio,,HPM Gene,Placenta,Not detected,
15338,Actin-like protein 9,Q8TC94,ACTL9,Tdark,,HPM Gene,Placenta,Not detected,
15710,Alpha-actinin-1,P12814,ACTN1,Tbio,,HPM Gene,Placenta,Medium,2.874429
15712,Alpha-actinin-2,P35609,ACTN2,Tbio,,HPM Gene,Placenta,Medium,2.417606
15756,Alpha-actinin-3,Q08043,ACTN3,Tbio,,HPM Gene,Placenta,Medium,2.253412
15836,Alpha-actinin-4,O43707,ACTN4,Tbio,,HPM Gene,Placenta,High,3.006849
17129,Actin-related protein 10,Q9NZ32,ACTR10,Tbio,,HPM Gene,Placenta,Low,0.673628
15329,Alpha-centractin,P61163,ACTR1A,Tbio,,HPM Gene,Placenta,Medium,1.835251
15711,Beta-centractin,P42025,ACTR1B,Tbio,,HPM Gene,Placenta,Low,1.199989
17241,Actin-related protein 2,P61160,ACTR2,Tchem,,HPM Gene,Placenta,Medium,1.799234
17131,Actin-related protein 3,P61158,ACTR3,Tchem,,HPM Gene,Placenta,Medium,2.01872
17347,Actin-related protein 3B,Q9P1U1,ACTR3B,Tbio,,HPM Gene,Placenta,Medium,1.233191
17348,Actin-related protein 3C,Q9C0K3,ACTR3C,Tdark,,HPM Gene,Placenta,Medium,1.13609
17243,Actin-related protein 5,Q9H9F9,ACTR5,Tbio,,HPM Gene,Placenta,Not detected,
17245,Actin-related protein 6,Q9GZN1,ACTR6,Tbio,,HPM Gene,Placenta,Not detected,
17248,Actin-related protein 8,Q9H981,ACTR8,Tbio,,HPM Gene,Placenta,Not detected,
15315,Actin-related protein T1,Q8TDG2,ACTRT1,Tdark,,HPM Gene,Placenta,Not detected,
15826,Actin-related protein T2,Q8TDY3,ACTRT2,Tdark,,HPM Gene,Placenta,Not detected,
15386,Actin-related protein T3,Q9BYD9,ACTRT3,Tdark,,HPM Gene,Placenta,Not detected,
15272,Activin receptor type-1,Q04771,ACVR1,Tchem,Kinase,HPM Gene,Placenta,Not detected,
15778,Activin receptor type-1B,P36896,ACVR1B,Tchem,Kinase,HPM Gene,Placenta,Not detected,
13739,Activin receptor type-2A,P27037,ACVR2A,Tchem,Kinase,HPM Gene,Placenta,Not detected,
15745,Serine/threonine-protein kinase receptor R3,P37023,ACVRL1,Tchem,Kinase,HPM Gene,Placenta,Not detected,
15759,Aminoacylase-1,Q03154,ACY1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15755,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),Q96HD9,ACY3,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15334,Acylphosphatase-1,P07311,ACYP1,Tbio,Enzyme,HPM Gene,Placenta,Low,0.531168
15744,Acylphosphatase-2,P14621,ACYP2,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15780,Adenosine deaminase,P00813,ADA,Tclin,Enzyme,HPM Gene,Placenta,Medium,1.00829
15696,Adenosine deaminase domain-containing protein 1,Q96M93,ADAD1,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15716,Adenosine deaminase domain-containing protein 2,Q8NCV1,ADAD2,Tdark,Enzyme,HPM Gene,Placenta,Not detected,
15348,Adenosine deaminase-like protein,Q6DHV7,ADAL,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15714,Disintegrin and metalloproteinase domain-containing protein 10,O14672,ADAM10,Tchem,Enzyme,HPM Gene,Placenta,Medium,1.044228
15698,Disintegrin and metalloproteinase domain-containing protein 11,O75078,ADAM11,Tbio,Enzyme,HPM Gene,Placenta,Not detected,
15718,Disintegrin and metalloproteinase domain-containing protein 12,O43184,ADAM12,Tchem,Enzyme,HPM Gene,Placenta,High,1.272227
